text,label_id,label_text
"People v. Fitzgerald, 14 Cal.App 2d 180 (1936) cert.",7,7
Police Officer Don Moffett testified that appellant came to,7,7
"Rogers v. Richmond, 365 U.S. 534, 544 (1961), cited with approval in Beckwith v. U.S., 425 U.S. 341, 96 S.Ct.",7,7
Section 6 of P.L.,7,7
"See In Re Morrow, (CATex.",7,7
"seq.) is limited to actions which may be brought under the Claims Act, and thus does not affect an allegation of an intentional tort.",7,7
She stated that on the second evening she complained of a stomach ache and appellant gave her a small yellow pill and told her that it was a tranquilizer; that soon thereafter she began to feel “kinda drunk or dizzy” and the last thing she remembéred was going,7,7
"State, supra, the Court held that an affirmance of the conviction for embezzlement could have been predicated upon Mills v.",7,7
"Sutherland Statutory Construction, Vol.",7,7
The appellant delivered twenty 100 lb.,7,7
The order canvassing the returns and de,7,7
The Sheriff and Horton traced the tracks of the calf to the farm of J.,7,7
The significance of this fact is that the extent of permissible regulation greatly,7,7
"The state’s evidence shows that an automobile of the value of $250, belonging to E.",7,7
"The State’s evidence shows that in the spring of 1960 the company was under contract to deliver some 800,000 lbs.",7,7
"The state’s position is well taken, under the holding of this court in Van Arsdale v.",7,7
"The testimony of Willie Barnett shows that he and the appellant took a young calf, which was ear marked, out of Horton’s pasture after",7,7
This claim,7,7
This is a companion case to Bridges v.,7,7
This is the same question which was presented in the recent cases of Gaskin v.,7,7
"Thomas L. Metz, chemist and toxicologist for the City of Houston, testified that from both a microscopic and chemical test of State’s Exhibit Nos.",7,7
"Thus, it has been said that if at the time of the sale he had the intent to appropriate the proceeds, he is guilty of embezzlement of the property sold, but that if the intent to ap",7,7
"U.S. v. Angcog, 190 F.Supp.",7,7
"U.S. v. Karnes, 437 F.2d 284, 287 (9th Cir.",7,7
"Under the provisions of Art. 1544b, supra, the offense of embezzlement may be committed by fraudulently converting to one’s own use either",7,7
"v. Button, 371 U.S. 415, 433, 83 S.Ct.",7,7
We find in the record a motion for new trial alleging that one of the jurors sat in the courtroom and could have heard a discussion of the law between the court and counsel during a recess of the.,7,7
What plaintiff has done is,7,7
While Officer Campbell was unable to identify appellant at,7,7
Williams,7,7
