id,prob,manual,created_at,updated_at,document_id,label_id,user_id
124,0.0,false,2020-05-21 18:55:12.492085+00,2020-05-21 18:55:12.492131+00,1554,106,1
125,0.0,false,2020-05-21 18:55:22.674132+00,2020-05-21 18:55:22.674168+00,1555,104,1
126,0.0,false,2020-05-21 18:55:28.49815+00,2020-05-21 18:55:28.498185+00,1556,108,1
127,0.0,false,2020-05-21 18:56:13.406112+00,2020-05-21 18:56:13.406139+00,1557,106,1
128,0.0,false,2020-05-21 18:56:19.385773+00,2020-05-21 18:56:19.385795+00,1558,106,1
129,0.0,false,2020-05-21 18:57:11.556061+00,2020-05-21 18:57:11.556089+00,1559,106,1
130,0.0,false,2020-05-21 18:57:16.239194+00,2020-05-21 18:57:16.239222+00,1560,106,1
131,0.0,false,2020-05-21 18:57:22.292892+00,2020-05-21 18:57:22.292942+00,1561,106,1
133,0.0,false,2020-05-21 18:57:35.194689+00,2020-05-21 18:57:35.194735+00,1563,106,1
134,0.0,false,2020-05-21 18:57:38.753325+00,2020-05-21 18:57:38.753371+00,1564,109,1
135,0.0,false,2020-05-21 18:57:41.122904+00,2020-05-21 18:57:41.122948+00,1565,109,1
136,0.0,false,2020-05-21 18:57:59.84608+00,2020-05-21 18:57:59.846125+00,1566,106,1
137,0.0,false,2020-05-21 18:58:07.260046+00,2020-05-21 18:58:07.260089+00,1567,106,1
138,0.0,false,2020-05-21 18:58:12.457973+00,2020-05-21 18:58:12.458021+00,1568,105,1
139,0.0,false,2020-05-21 18:58:16.594538+00,2020-05-21 18:58:16.594651+00,1569,109,1
140,0.0,false,2020-05-21 18:58:18.752824+00,2020-05-21 18:58:18.752869+00,1570,109,1
141,0.0,false,2020-05-21 18:58:28.904461+00,2020-05-21 18:58:28.904484+00,1571,106,1
142,0.0,false,2020-05-21 18:58:32.488429+00,2020-05-21 18:58:32.488473+00,1572,108,1
143,0.0,false,2020-05-21 18:58:39.637769+00,2020-05-21 18:58:39.637813+00,1573,107,1
144,0.0,false,2020-05-21 18:58:42.784942+00,2020-05-21 18:58:42.784996+00,1574,107,1
145,0.0,false,2020-05-21 19:00:38.228503+00,2020-05-21 19:00:38.228548+00,1575,106,1
146,0.0,false,2020-05-21 19:00:41.790136+00,2020-05-21 19:00:41.790182+00,1576,106,1
147,0.0,false,2020-05-21 19:01:23.397508+00,2020-05-21 19:01:23.397548+00,1577,106,1
148,0.0,false,2020-05-21 19:01:34.370624+00,2020-05-21 19:01:34.370665+00,1578,103,1
149,0.0,false,2020-05-21 19:01:38.104161+00,2020-05-21 19:01:38.104189+00,1579,103,1
151,0.0,false,2020-05-21 19:03:37.658067+00,2020-05-21 19:03:37.658103+00,1580,103,1
152,0.0,false,2020-05-21 19:04:09.247094+00,2020-05-21 19:04:09.247137+00,1581,104,1
153,0.0,false,2020-05-21 19:04:15.726816+00,2020-05-21 19:04:15.726855+00,1582,106,1
154,0.0,false,2020-05-21 19:04:21.930114+00,2020-05-21 19:04:21.930148+00,1583,106,1
155,0.0,false,2020-05-21 19:04:30.314735+00,2020-05-21 19:04:30.31478+00,1584,106,1
156,0.0,false,2020-05-21 19:04:33.786888+00,2020-05-21 19:04:33.786933+00,1585,109,1
157,0.0,false,2020-05-21 19:04:35.7573+00,2020-05-21 19:04:35.757347+00,1586,109,1
158,0.0,false,2020-05-21 19:04:37.968432+00,2020-05-21 19:04:37.968947+00,1587,109,1
159,0.0,false,2020-05-21 19:04:40.78302+00,2020-05-21 19:04:40.783063+00,1588,109,1
160,0.0,false,2020-05-21 19:04:42.99624+00,2020-05-21 19:04:42.99635+00,1589,109,1
161,0.0,false,2020-05-21 19:04:48.029428+00,2020-05-21 19:04:48.029464+00,1590,106,1
162,0.0,false,2020-05-21 19:04:57.262175+00,2020-05-21 19:04:57.262222+00,1591,106,1
163,0.0,false,2020-05-21 19:05:00.393936+00,2020-05-21 19:05:00.393982+00,1592,109,1
164,0.0,false,2020-05-21 19:05:02.437931+00,2020-05-21 19:05:02.437974+00,1593,109,1
165,0.0,false,2020-05-21 19:07:28.748899+00,2020-05-21 19:07:28.748927+00,1594,107,1
166,0.0,false,2020-05-21 19:07:33.439315+00,2020-05-21 19:07:33.439343+00,1595,106,1
167,0.0,false,2020-05-21 19:07:42.952829+00,2020-05-21 19:07:42.952872+00,1596,106,1
168,0.0,false,2020-05-21 19:07:45.875937+00,2020-05-21 19:07:45.875957+00,1597,107,1
169,0.0,false,2020-05-21 19:07:54.337657+00,2020-05-21 19:07:54.337701+00,1598,103,1
170,0.0,false,2020-05-21 19:07:59.330706+00,2020-05-21 19:07:59.330733+00,1599,103,1
171,0.0,false,2020-05-21 19:08:02.896146+00,2020-05-21 19:08:02.896188+00,1600,103,1
172,0.0,false,2020-05-21 19:08:13.255375+00,2020-05-21 19:08:13.255421+00,1601,103,1
173,0.0,false,2020-05-21 19:08:17.716626+00,2020-05-21 19:08:17.716663+00,1602,103,1
174,0.0,false,2020-05-21 19:09:34.851383+00,2020-05-21 19:09:34.85142+00,1603,105,1
175,0.0,false,2020-05-21 19:09:41.146333+00,2020-05-21 19:09:41.14636+00,1603,104,1
176,0.0,false,2020-05-21 19:09:46.409434+00,2020-05-21 19:09:46.409478+00,1604,106,1
177,0.0,false,2020-05-21 19:10:01.530315+00,2020-05-21 19:10:01.530355+00,1605,103,1
178,0.0,false,2020-05-21 19:10:05.56639+00,2020-05-21 19:10:05.56641+00,1606,109,1
179,0.0,false,2020-05-21 19:10:07.551492+00,2020-05-21 19:10:07.551532+00,1607,109,1
180,0.0,false,2020-05-21 19:10:16.204831+00,2020-05-21 19:10:16.204858+00,1608,106,1
181,0.0,false,2020-05-21 19:10:27.767702+00,2020-05-21 19:10:27.767758+00,1609,107,1
182,0.0,false,2020-05-21 19:10:29.993082+00,2020-05-21 19:10:29.993122+00,1610,107,1
183,0.0,false,2020-05-21 19:10:34.205262+00,2020-05-21 19:10:34.205304+00,1611,108,1
184,0.0,false,2020-05-21 19:10:38.075697+00,2020-05-21 19:10:38.075735+00,1612,103,1
185,0.0,false,2020-05-21 19:17:20.642774+00,2020-05-21 19:17:20.642807+00,1613,103,1
186,0.0,false,2020-05-21 19:17:26.545948+00,2020-05-21 19:17:26.546051+00,1614,103,1
187,0.0,false,2020-05-21 19:17:57.552582+00,2020-05-21 19:17:57.55262+00,1615,103,1
188,0.0,false,2020-05-21 19:18:11.226486+00,2020-05-21 19:18:11.226506+00,1616,108,1
189,0.0,false,2020-05-21 19:18:18.350605+00,2020-05-21 19:18:18.35063+00,1617,108,1
190,0.0,false,2020-05-21 19:18:22.30384+00,2020-05-21 19:18:22.303883+00,1617,103,1
191,0.0,false,2020-05-21 19:19:33.672084+00,2020-05-21 19:19:33.672132+00,1618,103,1
192,0.0,false,2020-05-21 19:19:40.192854+00,2020-05-21 19:19:40.192881+00,1619,103,1
193,0.0,false,2020-05-21 19:19:46.383071+00,2020-05-21 19:19:46.383098+00,1620,104,1
194,0.0,false,2020-05-21 19:19:48.874888+00,2020-05-21 19:19:48.874928+00,1621,109,1
195,0.0,false,2020-05-21 19:19:51.374677+00,2020-05-21 19:19:51.374719+00,1622,109,1
196,0.0,false,2020-05-21 19:21:29.35463+00,2020-05-21 19:21:29.354655+00,1623,105,1
198,0.0,false,2020-05-21 19:21:58.784741+00,2020-05-21 19:21:58.784787+00,1624,105,1
199,0.0,false,2020-05-21 19:22:02.540277+00,2020-05-21 19:22:02.542342+00,1625,105,1
200,0.0,false,2020-05-21 19:22:06.519414+00,2020-05-21 19:22:06.519452+00,1626,108,1
201,0.0,false,2020-05-21 19:22:12.948967+00,2020-05-21 19:22:12.948994+00,1627,109,1
203,0.0,false,2020-05-21 19:22:19.062146+00,2020-05-21 19:22:19.062174+00,1627,106,1
204,0.0,false,2020-05-21 19:22:21.986851+00,2020-05-21 19:22:21.986893+00,1628,109,1
205,0.0,false,2020-05-21 19:22:34.298389+00,2020-05-21 19:22:34.298414+00,1629,103,1
206,0.0,false,2020-05-21 19:22:34.832803+00,2020-05-21 19:22:34.832823+00,1629,106,1
207,0.0,false,2020-05-21 19:22:37.949212+00,2020-05-21 19:22:37.949252+00,1630,109,1
208,0.0,false,2020-05-21 19:22:40.101231+00,2020-05-21 19:22:40.101258+00,1631,109,1
209,0.0,false,2020-05-21 19:22:42.832385+00,2020-05-21 19:22:42.832425+00,1632,109,1
210,0.0,false,2020-05-21 19:22:47.172851+00,2020-05-21 19:22:47.172892+00,1633,104,1
211,0.0,false,2020-05-21 19:22:58.260263+00,2020-05-21 19:22:58.260378+00,1634,106,1
212,0.0,false,2020-05-21 19:23:02.207196+00,2020-05-21 19:23:02.207249+00,1635,105,1
213,0.0,false,2020-05-21 19:23:05.695608+00,2020-05-21 19:23:05.695653+00,1636,106,1
214,0.0,false,2020-05-21 19:23:07.511664+00,2020-05-21 19:23:07.511697+00,1636,107,1
215,0.0,false,2020-05-21 19:23:13.901033+00,2020-05-21 19:23:13.90108+00,1637,106,1
216,0.0,false,2020-05-21 19:23:19.965025+00,2020-05-21 19:23:19.96507+00,1638,103,1
218,0.0,false,2020-05-21 19:24:44.113174+00,2020-05-21 19:24:44.113199+00,1639,104,1
219,0.0,false,2020-05-21 19:24:48.894238+00,2020-05-21 19:24:48.89426+00,1640,106,1
220,0.0,false,2020-05-21 19:24:56.208021+00,2020-05-21 19:24:56.208066+00,2543,84,1
221,0.0,false,2020-05-21 19:24:57.279338+00,2020-05-21 19:24:57.27937+00,1641,105,1
222,0.0,false,2020-05-21 19:24:57.926508+00,2020-05-21 19:24:57.926553+00,1641,106,1
223,0.0,false,2020-05-21 19:25:26.37585+00,2020-05-21 19:25:26.375889+00,1642,106,1
224,0.0,false,2020-05-21 19:25:34.530982+00,2020-05-21 19:25:34.53101+00,1643,106,1
225,0.0,false,2020-05-21 19:25:41.330659+00,2020-05-21 19:25:41.330705+00,1644,107,1
226,0.0,false,2020-05-21 19:25:45.11407+00,2020-05-21 19:25:45.114118+00,1645,107,1
227,0.0,false,2020-05-21 19:25:47.866588+00,2020-05-21 19:25:47.866617+00,1646,108,1
228,0.0,false,2020-05-21 19:25:58.51627+00,2020-05-21 19:25:58.516404+00,1647,105,1
229,0.0,false,2020-05-21 19:26:02.820543+00,2020-05-21 19:26:02.820584+00,1648,109,1
231,0.0,false,2020-05-21 19:26:13.929822+00,2020-05-21 19:26:13.92985+00,1649,108,1
232,0.0,false,2020-05-21 19:26:27.647706+00,2020-05-21 19:26:27.647728+00,1650,108,1
233,0.0,false,2020-05-21 19:26:38.622332+00,2020-05-21 19:26:38.622369+00,1651,108,1
234,0.0,false,2020-05-21 19:26:42.529205+00,2020-05-21 19:26:42.529228+00,1652,108,1
235,0.0,false,2020-05-21 19:26:45.834076+00,2020-05-21 19:26:45.834115+00,1653,108,1
236,0.0,false,2020-05-21 19:26:53.112966+00,2020-05-21 19:26:53.11301+00,1654,108,1
237,0.0,false,2020-05-21 19:26:57.909644+00,2020-05-21 19:26:57.909689+00,1655,103,1
238,0.0,false,2020-05-21 19:27:01.307218+00,2020-05-21 19:27:01.307256+00,1656,109,1
239,0.0,false,2020-05-21 19:27:51.507951+00,2020-05-21 19:27:51.507997+00,1657,103,1
240,0.0,false,2020-05-21 19:27:56.216059+00,2020-05-21 19:27:56.216099+00,1658,103,1
241,0.0,false,2020-05-21 19:28:00.250252+00,2020-05-21 19:28:00.250336+00,1659,103,1
242,0.0,false,2020-05-21 19:28:04.852215+00,2020-05-21 19:28:04.852237+00,1660,103,1
243,0.0,false,2020-05-21 19:28:09.788501+00,2020-05-21 19:28:09.788531+00,1661,103,1
244,0.0,false,2020-05-21 19:28:16.023695+00,2020-05-21 19:28:16.023742+00,1662,106,1
245,0.0,false,2020-05-21 19:28:27.52131+00,2020-05-21 19:28:27.521337+00,1663,103,1
246,0.0,false,2020-05-21 19:28:28.625379+00,2020-05-21 19:28:28.625405+00,1663,108,1
247,0.0,false,2020-05-21 19:28:35.285184+00,2020-05-21 19:28:35.285212+00,1664,108,1
248,0.0,false,2020-05-21 19:28:36.591188+00,2020-05-21 19:28:36.591229+00,1664,103,1
249,0.0,false,2020-05-21 19:29:09.941729+00,2020-05-21 19:29:09.941757+00,1665,105,1
250,0.0,false,2020-05-21 19:29:16.52181+00,2020-05-21 19:29:16.521851+00,1666,109,1
251,0.0,false,2020-05-21 19:29:24.240616+00,2020-05-21 19:29:24.240657+00,1667,106,1
252,0.0,false,2020-05-21 19:29:29.731571+00,2020-05-21 19:29:29.731591+00,1668,103,1
253,0.0,false,2020-05-21 19:29:37.269138+00,2020-05-21 19:29:37.26916+00,1669,103,1
254,0.0,false,2020-05-21 19:29:41.745337+00,2020-05-21 19:29:41.745378+00,1669,107,1
255,0.0,false,2020-05-21 19:29:44.283903+00,2020-05-21 19:29:44.283949+00,1670,107,1
256,0.0,false,2020-05-21 19:38:41.026756+00,2020-05-21 19:38:41.026801+00,2544,87,1
257,0.0,false,2020-05-21 19:38:52.020277+00,2020-05-21 19:38:52.02036+00,2545,84,1
258,0.0,false,2020-05-21 19:39:09.822999+00,2020-05-21 19:39:09.823041+00,2546,84,1
259,0.0,false,2020-05-21 19:39:25.753098+00,2020-05-21 19:39:25.753138+00,2547,84,1
260,0.0,false,2020-05-21 19:40:33.093251+00,2020-05-21 19:40:33.093329+00,2548,87,1
261,0.0,false,2020-05-21 19:40:41.991159+00,2020-05-21 19:40:41.991205+00,2549,84,1
262,0.0,false,2020-05-21 19:40:51.706128+00,2020-05-21 19:40:51.706172+00,2550,84,1
263,0.0,false,2020-05-21 19:42:21.354323+00,2020-05-21 19:42:21.354362+00,2551,84,1
264,0.0,false,2020-05-21 19:42:28.109096+00,2020-05-21 19:42:28.109143+00,2552,84,1
265,0.0,false,2020-05-21 19:42:33.126834+00,2020-05-21 19:42:33.126877+00,2553,84,1
266,0.0,false,2020-05-21 19:42:43.705919+00,2020-05-21 19:42:43.705964+00,2554,84,1
267,0.0,false,2020-05-21 19:42:48.713792+00,2020-05-21 19:42:48.713841+00,2555,84,1
268,0.0,false,2020-05-21 19:42:56.873576+00,2020-05-21 19:42:56.873618+00,2556,84,1
270,0.0,false,2020-05-21 19:43:11.853139+00,2020-05-21 19:43:11.85318+00,2558,84,1
272,0.0,false,2020-05-21 19:43:25.097759+00,2020-05-21 19:43:25.097805+00,2560,85,1
273,0.0,false,2020-05-21 19:43:31.620822+00,2020-05-21 19:43:31.620868+00,2561,84,1
274,0.0,false,2020-05-21 19:43:37.144375+00,2020-05-21 19:43:37.144423+00,2562,84,1
275,0.0,false,2020-05-21 19:45:08.422387+00,2020-05-21 19:45:08.422424+00,2559,88,1
276,0.0,false,2020-05-21 19:45:22.604022+00,2020-05-21 19:45:22.60407+00,2557,88,1
278,0.0,false,2020-05-21 19:45:45.412982+00,2020-05-21 19:45:45.413028+00,2564,84,1
279,0.0,false,2020-05-21 19:47:32.507309+00,2020-05-21 19:47:32.507352+00,2563,83,1
280,0.0,false,2020-05-21 19:47:52.468271+00,2020-05-21 19:47:52.468353+00,2565,86,1
281,0.0,false,2020-05-21 19:48:01.688183+00,2020-05-21 19:48:01.688229+00,2566,83,1
282,0.0,false,2020-05-21 19:48:25.141399+00,2020-05-21 19:48:25.141437+00,2567,82,1
284,0.0,false,2020-05-21 19:49:02.913309+00,2020-05-21 19:49:02.913383+00,2568,82,1
285,0.0,false,2020-05-21 19:49:07.701535+00,2020-05-21 19:49:07.70158+00,2569,88,1
287,0.0,false,2020-05-21 19:59:55.861414+00,2020-05-21 19:59:55.861455+00,1777,44,1
288,0.0,false,2020-05-21 20:00:28.286023+00,2020-05-21 20:00:28.286071+00,1777,45,1
289,0.0,false,2020-05-21 20:24:58.290737+00,2020-05-21 20:24:58.290764+00,2570,86,1
292,0.0,false,2020-05-21 20:26:26.316553+00,2020-05-21 20:26:26.316602+00,2571,84,1
293,0.0,false,2020-05-21 20:32:07.692275+00,2020-05-21 20:32:07.692347+00,2572,86,1
294,0.0,false,2020-05-21 20:33:08.415032+00,2020-05-21 20:33:08.415075+00,1671,103,1
295,0.0,false,2020-05-21 20:33:13.24275+00,2020-05-21 20:33:13.242797+00,1672,103,1
296,0.0,false,2020-05-21 20:33:16.815918+00,2020-05-21 20:33:16.815944+00,1673,103,1
297,0.0,false,2020-05-21 20:33:24.997787+00,2020-05-21 20:33:24.997817+00,1674,108,1
298,0.0,false,2020-05-21 20:33:32.597098+00,2020-05-21 20:33:32.597146+00,1675,103,1
299,0.0,false,2020-05-21 20:33:40.647729+00,2020-05-21 20:33:40.647759+00,1676,103,1
300,0.0,false,2020-05-21 20:33:42.351792+00,2020-05-21 20:33:42.351838+00,1676,106,1
301,0.0,false,2020-05-21 20:33:46.184554+00,2020-05-21 20:33:46.184594+00,1677,103,1
302,0.0,false,2020-05-21 20:33:59.527791+00,2020-05-21 20:33:59.527827+00,1678,107,1
303,0.0,false,2020-05-21 20:34:03.743749+00,2020-05-21 20:34:03.743795+00,1679,107,1
304,0.0,false,2020-05-21 20:34:08.538137+00,2020-05-21 20:34:08.538161+00,1680,107,1
305,0.0,false,2020-05-21 20:34:18.659417+00,2020-05-21 20:34:18.659441+00,1681,106,1
306,0.0,false,2020-05-21 20:34:24.024757+00,2020-05-21 20:34:24.024786+00,1682,103,1
307,0.0,false,2020-05-21 20:34:27.569254+00,2020-05-21 20:34:27.569295+00,1683,103,1
308,0.0,false,2020-05-21 20:34:30.407157+00,2020-05-21 20:34:30.407176+00,1684,103,1
309,0.0,false,2020-05-21 20:34:36.748645+00,2020-05-21 20:34:36.748681+00,1685,108,1
311,0.0,false,2020-05-21 20:34:53.419424+00,2020-05-21 20:34:53.419467+00,1687,103,1
312,0.0,false,2020-05-21 20:34:58.562707+00,2020-05-21 20:34:58.562749+00,1688,103,1
313,0.0,false,2020-05-21 20:35:06.538317+00,2020-05-21 20:35:06.538356+00,1686,103,1
314,0.0,false,2020-05-21 20:35:10.543583+00,2020-05-21 20:35:10.543625+00,1689,103,1
315,0.0,false,2020-05-21 20:35:18.860258+00,2020-05-21 20:35:18.879502+00,1690,104,1
316,0.0,false,2020-05-21 20:35:29.22768+00,2020-05-21 20:35:29.227724+00,1691,106,1
317,0.0,false,2020-05-21 20:35:34.854861+00,2020-05-21 20:35:34.854903+00,1692,105,1
318,0.0,false,2020-05-21 20:35:42.563187+00,2020-05-21 20:35:42.563214+00,1693,109,1
319,0.0,false,2020-05-21 20:35:51.491512+00,2020-05-21 20:35:51.491555+00,1694,109,1
320,0.0,false,2020-05-21 20:36:48.785179+00,2020-05-21 20:36:48.785225+00,1695,107,1
321,0.0,false,2020-05-21 20:36:51.799203+00,2020-05-21 20:36:51.799229+00,1696,107,1
322,0.0,false,2020-05-21 20:36:59.904023+00,2020-05-21 20:36:59.904067+00,1697,104,1
323,0.0,false,2020-05-21 20:37:09.362319+00,2020-05-21 20:37:09.362344+00,1698,103,1
324,0.0,false,2020-05-21 20:37:14.595384+00,2020-05-21 20:37:14.595409+00,1699,103,1
325,0.0,false,2020-05-21 20:37:24.955939+00,2020-05-21 20:37:24.95598+00,1700,106,1
326,0.0,false,2020-05-21 20:37:30.886997+00,2020-05-21 20:37:30.887038+00,1701,106,1
327,0.0,false,2020-05-21 20:37:36.101955+00,2020-05-21 20:37:36.101981+00,1702,106,1
328,0.0,false,2020-05-21 20:37:45.550781+00,2020-05-21 20:37:45.550808+00,1703,107,1
329,0.0,false,2020-05-21 20:37:52.811943+00,2020-05-21 20:37:52.811965+00,1704,109,1
330,0.0,false,2020-05-21 20:37:58.385069+00,2020-05-21 20:37:58.385101+00,1705,106,1
331,0.0,false,2020-05-21 20:38:07.64453+00,2020-05-21 20:38:07.644566+00,1706,106,1
332,0.0,false,2020-05-21 20:38:12.812102+00,2020-05-21 20:38:12.812129+00,1707,106,1
333,0.0,false,2020-05-21 20:38:18.808651+00,2020-05-21 20:38:18.808691+00,1708,106,1
334,0.0,false,2020-05-21 20:38:27.972067+00,2020-05-21 20:38:27.972092+00,1709,106,1
335,0.0,false,2020-05-21 20:38:36.534096+00,2020-05-21 20:38:36.534129+00,1710,106,1
336,0.0,false,2020-05-21 20:38:43.056963+00,2020-05-21 20:38:43.056985+00,1711,106,1
337,0.0,false,2020-05-21 20:38:53.149399+00,2020-05-21 20:38:53.149444+00,1712,106,1
338,0.0,false,2020-05-21 20:38:57.198226+00,2020-05-21 20:38:57.198253+00,1713,106,1
339,0.0,false,2020-05-21 20:39:08.721971+00,2020-05-21 20:39:08.722016+00,1714,109,1
340,0.0,false,2020-05-21 20:39:10.852337+00,2020-05-21 20:39:10.852369+00,1714,107,1
341,0.0,false,2020-05-21 20:39:14.038592+00,2020-05-21 20:39:14.038635+00,1715,109,1
342,0.0,false,2020-05-21 20:39:14.957256+00,2020-05-21 20:39:14.957281+00,1715,107,1
344,0.0,false,2020-05-21 20:39:19.412059+00,2020-05-21 20:39:19.412098+00,1716,107,1
345,0.0,false,2020-05-21 20:39:25.7279+00,2020-05-21 20:39:25.727947+00,1717,104,1
346,0.0,false,2020-05-21 20:39:26.501272+00,2020-05-21 20:39:26.501321+00,1717,103,1
347,0.0,false,2020-05-21 20:40:47.644854+00,2020-05-21 20:40:47.644897+00,1718,106,1
348,0.0,false,2020-05-21 20:40:50.412498+00,2020-05-21 20:40:50.412545+00,1718,103,1
349,0.0,false,2020-05-21 20:41:01.197873+00,2020-05-21 20:41:01.197912+00,1718,104,1
350,0.0,false,2020-05-21 20:41:05.493745+00,2020-05-21 20:41:05.493786+00,1719,106,1
351,0.0,false,2020-05-21 20:41:06.954019+00,2020-05-21 20:41:06.954066+00,1719,108,1
352,0.0,false,2020-05-21 20:41:28.241173+00,2020-05-21 20:41:28.241216+00,1720,106,1
353,0.0,false,2020-05-21 20:41:28.926151+00,2020-05-21 20:41:28.926192+00,1720,105,1
354,0.0,false,2020-05-21 20:41:32.028581+00,2020-05-21 20:41:32.028607+00,1721,109,1
355,0.0,false,2020-05-21 20:41:36.435297+00,2020-05-21 20:41:36.435322+00,1722,109,1
356,0.0,false,2020-05-21 20:41:38.580717+00,2020-05-21 20:41:38.580758+00,1723,109,1
357,0.0,false,2020-05-21 20:41:44.561569+00,2020-05-21 20:41:44.561606+00,1724,106,1
358,0.0,false,2020-05-21 20:41:57.769438+00,2020-05-21 20:41:57.769482+00,1725,106,1
359,0.0,false,2020-05-21 20:42:00.080577+00,2020-05-21 20:42:00.080606+00,1726,106,1
360,0.0,false,2020-05-21 20:42:02.923178+00,2020-05-21 20:42:02.923205+00,1727,106,1
361,0.0,false,2020-05-21 20:42:06.086346+00,2020-05-21 20:42:06.08637+00,1728,106,1
362,0.0,false,2020-05-21 20:42:10.137899+00,2020-05-21 20:42:10.137954+00,1729,106,1
363,0.0,false,2020-05-21 20:42:14.150219+00,2020-05-21 20:42:14.150373+00,1730,106,1
364,0.0,false,2020-05-21 20:42:16.655054+00,2020-05-21 20:42:16.655097+00,1731,106,1
365,0.0,false,2020-05-21 20:42:21.208694+00,2020-05-21 20:42:21.208723+00,1732,107,1
366,0.0,false,2020-05-21 20:42:23.754189+00,2020-05-21 20:42:23.754232+00,1733,107,1
367,0.0,false,2020-05-21 20:42:28.538814+00,2020-05-21 20:42:28.539418+00,1734,103,1
368,0.0,false,2020-05-21 20:42:32.884468+00,2020-05-21 20:42:32.884514+00,1735,103,1
369,0.0,false,2020-05-21 20:42:42.176813+00,2020-05-21 20:42:42.176853+00,1736,103,1
370,0.0,false,2020-05-21 20:42:42.620007+00,2020-05-21 20:42:42.620035+00,1736,104,1
371,0.0,false,2020-05-21 20:42:48.111918+00,2020-05-21 20:42:48.111955+00,1737,104,1
372,0.0,false,2020-05-21 20:42:48.645927+00,2020-05-21 20:42:48.645949+00,1737,103,1
373,0.0,false,2020-05-21 20:42:56.242047+00,2020-05-21 20:42:56.242092+00,1738,109,1
