text,label_id,label_text
"""... that nowhere in the statute was it stated that only such testimony before a grand jury which was used as the basis for the return of the indictment should be reported and transcribed; that a defendant who has been indicted by a grand jury is entitled to have a transcript of the testimony of all witnesses who testified before it during the course of an investigation which culminated in the indictment; and that any evidence produced before and",7,7
DECISION AND ORDER,7,7
".in the event that defendant fails to provide answers to those interrogatories that defendant previously responded to by answering 'N/A' or 'Not knowledgeable of the fact' on or before October 17, 1979, defendant shall be precluded from introducing the requested information in evidence for any purpose at the trial in this matter.""",7,7
DECISION,7,7
seq.,7,7
See also.,7,7
Establishment.,7,7
1978) at 1371:,7,7
Not only were,7,7
"With the reestablishment of petitioners' rights to participate in the Halfway House Correctional Work-Release Program, the",7,7
"""We are compelled to note the strong similarities between parole and work-release.",7,7
"2593, are also present here.",7,7
A work-release participant's freedom is more,7,7
"As indicated by the order of publication issued December 18, 1979, the court allowed a two",7,7
This court held in Steele v.,7,7
The information alleged that appellant procured Virginia Mitchell “to,7,7
Both automobiles came to a,7,7
"And, during this périod of time, have you had the occasion to serve or handle few ór many people under the influ",7,7
"Dr. Spring, who treated Hartwell and to whom the flexible cable was exhibited at the trial, expressed the opinion that it was an instrument which from the manner of",7,7
"No objection was made until after the answer had been elicited,",7,7
Such evidence was held admissible in Carrier v.,7,7
ON APPELLANT’S motion for rehearing,7,7
ON MOTION TO RE-INSTATE APPEAL,7,7
"The next morning, it was discovered that the automobile had been broken into and various items of personal apparel had",7,7
"The officer testified that appellant had several items of clothing: “I particularly noticed a trench coat, a pink army type trench *",7,7
"Belcher, the officer to whom the statement was made, and Lt.",7,7
Appellant’s first claim of error is that the State tendered to,7,7
"and Art. 82 P.C. which provide, in effect, that one charged as an accessory cannot be introduced as a witness in behalf of the defendant charged as a principal, further provide in effect that the principal may claim a severance, and if the accessory be acquitted or the prosecution be dismissed, the accessory may testify.",7,7
"Such statement was supported by the record, although the court did sustain appellant’s objection thereto",7,7
Appellant’s last contention is that the court erred in admitting,7,7
On cross-examination she was asked and answered:,7,7
and cases cited under Note 19.,7,7
“Q. Nickel plated gun he had in his hand.,7,7
"), did not become effective until September 1, 1961, and we do not therefore pass upon the question of the admissibility of a permit issued pursuant to that statute.",7,7
"Certain officers, armed with a search warrant, went to an",7,7
Appellant objected to the,7,7
"“It is a well-established principle of law that, if the main fact in a case is proven as a matter of inference from other",7,7
"56, of the Uniform Act Regulating Traffic on Highways, the gist of the offense being the driving of a vehicle to the left side of the center of the roadway in overtaking and passing another vehicle proceeding in the same direction, while the left side was not clear of on-coming traffic.",7,7
The aunt,7,7
"598, 63 S.W. 2d 1026, in affirming a robbery by firearms case, this Court said:",7,7
"An examination of the record reflects the absence of a judgment, as required by Art. 766,",7,7
The facts are summarized in the State’s brief which we here adopt and quote therefrom in part as follows:,7,7
"In a few minutes, it must have been about fifteen minutes, they opened their door and",7,7
Several,7,7
Judge Henderson in Clopton v.,7,7
"It is alleged, also, that the judgment of conviction is void",7,7
"471, 256 S.W. 2d 587, we said that, in passing upon the sufficiency of the caption, we were “testing whether the members of the Legislature,",7,7
"for the offense of fondling; the punishment, 3 years’ confinement in the penitentiary.",7,7
The jury returned the following verdict which was received by the court:,7,7
"Under such record, the provisions of Sec.",7,7
"Section 5 of the Uniform Reciprocal Enforcement of Support Act, Art. 2328b, supra, provides in part as follows:",7,7
"In Ex Parte Coleman, 245 S.W. 2d 712, it was held that under",7,7
The offense is,7,7
"The court, in his charge, gave effect to Art. 42 P.C. and instructed the jury: * * * if you believe from the evidence, beyond a reasonable doubt, that the Defendant, Walter Henry Mosley, on or about the 25th day of April, A.",7,7
"D., 1960, in the County of Harris and State of Texas, with malice aforethought, intended to kill Brady Box by shooting him with a gun and in the act of preparing for or executing the same, through mistake or accident,",7,7
The rule applicable is thus stated in Brady v.,7,7
ON MOTION FOR REHEARING,7,7
"In addition to what we said on original submission, we note that in the recent case of McNeal v.",7,7
"605, 91 S.W. 2d 363, a murder case in which the evidence revealed that appellant killed the deceased because deceased had been having sexual intercourse with appellant’s wife, this Court held that statements in the confession which merely showed the mental attitude of appellant at the time of the homicide did not require giving the special charge on exculpatory statements.",7,7
"We note further, however, that the instruction on exculpatory",7,7
"“* * * * jn instances in which there are two district courts, each having criminal jurisdiction, situated in the same county, and the legislative provision authorizing the transfer of cases from one to the other, it is too late on appeal to complain, as is done in the present case, that the trial is upon an indictment filed in one of the courts and the trial is had in the other.",7,7
The instrument set out in the indictment haec verba was of the tenor following:,7,7
"State, supra, this Court, in upholding a conviction for forgery of a draft in which there was doubt as to upon whom it was drawn said:",7,7
The record does not contain a state,7,7
We have here a statute which says in its caption that it purports to revise a,7,7
We have here a caption which,7,7
Having concluded that the caption is insufficient under the holdings of this Court in Stum v.,7,7
"Subdivision (b) of Article 14.02 of the Election Code (as amended in 1955, Acts, 54th Legislature, page 503) provides:",7,7
"“An Act to adopt and establish an election code for the State of Texas, to revise and recodify Title 50 of the Revised",7,7
“(b) Each candidate whose name appears on the ballot at a first primary election or a special election and each opposed candidate whose name and whose opponent’s name appear on the ballot at a general election,7,7
"“Perjury is a false statement, either written or verbal, deliberately and wilfully made, relating to something past or present, under the sanction of an oath, or such affirmation as is by law equivalent to an oath, where such oath or affirmation is legally administered, under circumstances in which",7,7
We further observe as we did in Davis v.,7,7
The officer’s education and training was similar to that of Lt.,7,7
Joe Morales of the San Antonio Police Department which we held sufficient in Fluitt v.,7,7
"259, 333 S.W. 2d 144, to show that he was qualified as an expert in the operation and translation of readings of the Harger Drunkometer Breath Test Machine.",7,7
Although the State,7,7
In the case of Penn v.,7,7
We here point out that Green v.,7,7
The bill of exception must be considered in the light of the following facts shown by the record:,7,7
"When the present case was called for trial on May 15, 1961,",7,7
The record of the Department of Public Safety introduced,7,7
"The prosecutrix, age nine on the date of the trial, identified the appellant and testified that he was the person with whom she had the following experience:",7,7
"Finding the evidence sufficient to support the conviction and no error appearing, the judgment is affirmed-",7,7
Appellant predicates his appeal upon the contention that the,7,7
At the hearing on said amended motion the juror Straub testified as follows:,7,7
The record reflects that on cross-examination by appellant’s counsel the arresting officer testified that appellant told him at the time of his arrest “if he got,7,7
"392, 239 S.W. 622, the rule thus broadly stated in Ellis, supra, is modified to the extent that",7,7
"prior to the amendment in 1961 (Acts 1961, p. 706) which increased the maximum punishment for assault with intent to murder with malice to 25 years but limited the double penalty feature to murder without malice when made with a bowie knife or dagger, or in disguise, or by laying in wait, or by shooting into a private residence.",7,7
We think it not amiss to here point out that while,7,7
"After the State had proven by the witness Dr. A. P. Cullen, Jr., that the injured party, Robert Lee Phillips, had among his injuries a broken leg, the following occurred:",7,7
"In the State’s brief, we are cited Massey v.",7,7
All of these cases hold it admissible to prove,7,7
The opinion carefully points out that:,7,7
Allen’s case further holds:,7,7
"556, 251 S.W. 2d 401, wherein complaint is made of the receipt in evidence of the proof showing the collision of the automobiles and the resultant injuries to some of the occupants thereof.",7,7
The Court stated:,7,7
Judge Morrison referred to Atkinson in his opinion in Massoletti:,7,7
"State, 197 S.W. 2d 1013, upon the theory that proof thereof was pertinent upon the issue of intoxication.”",7,7
“In the relatively recent case of Atkinson v.,7,7
"State, 251 S.W. 2d 401, we held admissible proof that a passenger in one of the automobile was not expected to live following the accident.",7,7
"The report was not in their possession at the time each appeared as witnesses, nor was",7,7
In the recent opinion of this Court in Hughes v.,7,7
"441, 358 S.W. 2d 386, and the cases there cited, we held that it was error for the trial court to refuse examination of prior written statements made by a witness for the purpose of cross-examination but that the burden is upon appellant to preserve such error and, if so preserved, this Court will determine whether or not it constitutes grounds for a reversal of the conviction after we have examined the written statement and the testimony of the witness.",7,7
"His contention is that the affidavit is insufficient to comply with our State or the Federal Constitution because, after describing the premises sought to be searched, it contained the following recitation:",7,7
We acknowledge without hesitation our duty to follow the Supreme Court of the United States; Davis v.,7,7
"456, 308 S.W. 2d 880; but we are unable to see how Mapp is here controlling.",7,7
The Supreme Court of Ohio in Mapp v.,7,7
"State, 166 N.E. 2d 387, held that evidence obtained by an unlawful search and seizure was admissible in criminal prosecutions.",7,7
makes no such specific requirement but does provide that no warrant shall issue without probable cause supported by oath or affirmation.,7,7
We are unable to bring ourselves to the conclusion that our,7,7
"The charge of the trial court adequately protected the rights of the appellant,",7,7
He relies upon Tonnahill v.,7,7
In the case of Cortez v.,7,7
"77, 275 S.W. 2d 123, this Court has indicated, speaking through Judge Morrison, that it is unnecessary that the allegations complained of need be made.",7,7
The language used in that opinion is as follows:,7,7
"Omitting the formal parts, the indictment alleges that the appellant",7,7
The statute sets out two methods of accomplishing the offense of abortion: (1) If any person shall,7,7
"The rule is supported in Texas Jurisprudence with the citation of cases, including the following: Tucker v.",7,7
"The Supreme Court of Missouri in the case of State v. Williams, 296 S.W. 155, held that:",7,7
"In opening argument, the prosecutor argued as follows:",7,7
In the case of Jarquin v.,7,7
"140, 232 S.W. 2d 736, an abortion case, this Court held that where the district attorney, in referring to metallic instruments found at",7,7
In the case of Garcia v.,7,7
"594, 288 S.W. 2d 513, this Court held that where the prosecutor argued in the murder prosecution that the jury would be shocked if it had seen a man murdered in cold blood did not call for reversal of the conviction where the court sustained the objection to the use of the word “murder” and the motion for mistrial had been overruled.",7,7
"1960, in said county and state, did, with the consent of Jo Ann Williams, a pregnant woman, introduce and insert a catheter into the vagina and womb of said Jo Ann Williams, then and there",7,7
"453, 341 S.W. 2d 936, we held that a variance as to one digit in the cause number of the prior conviction was not fatal because appellant had stipulated that he was the person convicted in the prior",7,7
It should be borne in mind that in the case at bar the information charged appellant as a second offender; the court in his charge so instructed the jury; the jury in their verdict found appellant to have been,7,7
The evidence was undisputed that appellant drove his automobile upon a public highway on the date in question and after,7,7
"State, cited in the majority opinion, the defendant stated that he knew he was drunk but wanted the officer to take him home.",7,7
The only question in Bates v.,7,7
State was whether the court erred in admitting the statement as res gestae.,7,7
He said he would,7,7
and that he did so.,7,7
"In the check before us here, the figures appear as $48.so.",7,7
This we conclude is sufficient to fix the amount of such check as,7,7
"505, 188 S.W. 2d 578, upon which appellant relies, the check which was set forth in the indictment called for two different sums, to-wit “100 Dollars” and “$30.00”, and this Court held the trial court erred in failing to sustain a motion to quash because of the absence of innuendo averments as to what sum was intended.",7,7
"39, 133 S.W. 2d 974, also relied upon, the instrument set forth in the indictment appeared to be a promissory note, a conditional sale contract and a chattel mortgage, and this Court held that the indictment should have contained innuendo averments to explain the ambiguities therein.",7,7
"State, 229 S.W. 860, the instrument offered in evidence bore the phrase ‘a satisfied customer’ under the line for signature.",7,7
The offense is the unlawful possession of intoxicating liquor,7,7
"defines “Liquor” as meaning any alcoholic beverage containing alcohol in excess of 4 per cent by weight, unless otherwise indicated, and further provides: “Proof that an alcoholic beverage is * * * whisky, liquor * * * shall be prima facie evidence that the same is liquor as herein defined.”",7,7
"Captain Kent called the police dispatcher and, as he stepped to the door: “I",7,7
Firemen Itson and Irwin and M.,7,7
Appellant’s third complaint relates to his several informal bills,7,7
The witness was then asked and answered: “Q.,7,7
State’s counsel then inquired: Q.,7,7
When asked what happened to,7,7
"The state then adduced testimony from Lewis Woodruff, the sheriff of San Jacinto County, as follows: Q.",7,7
The evidence shows that J.,7,7
Appellant had stated to the officers that she was manager of the house; that she would rent a room to anyone for a dollar and that she knew: “* * * that girls came to her house and rented rooms with their dates * *,7,7
Appellant relies upon the rule stated in Gibson v.,7,7
"263, 162 S.W. 2d 703 and in other cases decided by this court that mere proof that a place bears the general reputation of being a house of prostitution is not, of and within itself, sufficient to show that it is a bawdy house.",7,7
"While such is the rule in this state, the State’s",7,7
"On further examination about what occurred on the night in the middle of May, she testified as follows:",7,7
"The appellant did not testify, but he called a physician who",7,7
"178, 179 S.W. 2d 297, sustains our conclusion that reversible error is not shown.",7,7
"The question was restated, as follows:",7,7
"The record reflects several objections by appellant’s counsel at this juncture, among them being that it was not a proper ques",7,7
"Objection was then taken in the form of a general objection, with the statement by appellant’s counsel:",7,7
The question was asked:,7,7
"Further, the state inquired:",7,7
The state then inquired:,7,7
This witness was then asked about another judgment:,7,7
"And then, after enumerating three other categories, the statute sets out:",7,7
This court held in Ellis v.,7,7
"State, 187 S.W. 196, that a conviction for vagrancy was inadmissible for purposes of impeachment because the offense did not involve moral turpitude.",7,7
"345, 251 S.W. 222, page 224, that the rule laid down in the McIntosh case, supra, does not hold good as to vagrancy convictions dependent upon proof of things other than prostitution.",7,7
This court then said:,7,7
"We are aware of the well-settled rule that, in criminal cases, a witness may be impeached by a showing that, at some time previously, he had been convicted of a felony or",7,7
Does that show on this,7,7
"The appellant testified that she had seven children, five born",7,7
It is contended that the court erred in overruling appellant’s,7,7
"The trial judge did not see fit to follow the recommendation of the assistant district attorney prosecuting the case, that the punishment be assessed at 10 years in each of the three cases, but assessed the 15 year term appealed from and assessed a",7,7
"Where there is no evidence to show that the weapon used was a deadly weapon per se, the intent of the party making the",7,7
Relator sought his discharge by writ of habeas corpus filed in,7,7
He testified:,7,7
"Three formal bills of exception complain of remarks of the attorney representing the state, in his argument to the jury, as violative of Art. 710 V.A.C.C.P.",7,7
"The officers were not questioned otherwise regarding appellant’s defense thereafter raised by his testimony, that his condition,",7,7
Counsel for the state also argued:,7,7
He relies upon Williams v.,7,7
"251, 277 S.W. 389, holding that the district attorney should not have been allowed to argue to the jury that the defendant made no explanation when arrested or on his way to town, and that the arresting officer’s testimony that after the arrest the defendant said nothing when the officer stated that there had been some stuff stolen and found in his house was inadmissible.",7,7
"Appellant also testified and exhibited to the jury pills which he said were like those he took and those he had with him when arrested, but was not asked and did not testify that he exhibited",7,7
"291, 226 S.W. 2d 637, cited by the state as involving a similar situation, appears to us to be in point.",7,7
In holding there was no error this Court said:,7,7
"Appellant stated that as he walked into the house he heard someone running and heard his girl friend say, “Nolen Darling” and a",7,7
"During the course of the trial, when the confession was of",7,7
The propounding of the question by the district attorney when “to his knowledge defendant had not been,7,7
The indictment alleged the theft of one hundred cedar posts,7,7
It is contended that the court erred in refusing to declare a mistrial after he had stated to the jury that they must observe the court’s admonitions,7,7
The court reporter’s certification that the statement complained of is not reported verbatim and was,7,7
It is strenuously urged that this Court erred in its original,7,7
"■ The indictment alleged rape by the use of force, threats, and",7,7
"The rule in this state, as set forth in the early case of Serio v.",7,7
"633, 3 S.W. 784, is that in the absence of proof of threats it is error for the trial court to authorize the jury to convict on the theory that the rape was committed by threats.",7,7
"In supporting its contention that there is proof of threats, the state relies heavily upon Longoria v.",7,7
"State, 265 S.W. 2d 826, wherein the evidence was held sufficient to support a conviction for rape by threats.",7,7
"1183, 1185, V.A.P.C., there must be some action on the part of the defendant that might reasonably create a just fear of death or great bodily harm in the mind of the prosecutrix.",7,7
